title|doi
Regulation of Memory Formation by the Transcription Factor XBP1|10.1016/j.celrep.2016.01.028
Review: Spreading the word: precise animal models and validated methods are vital when evaluating prion‐like behaviour of alpha‐synuclein|10.1111/nan.12299
Management of dystonia in Europe: a survey of the European network for the study of the dystonia syndromes|10.1111/ene.12940
Prefrontal White Matter Structure Mediates the Influence of GAD1 on Working Memory|10.1038/npp.2016.14
Chiral Dihydrobenzofuran Acids Show Potent Retinoid X Receptor–Nuclear Receptor Related 1 Protein Dimer Activation|10.1021/acs.jmedchem.5b01702
Converging mediators from immune and trophic pathways to identify Parkinson disease dementia|10.1212/nxi.0000000000000193
Phosphoproteomics reveals that Parkinson's disease kinase LRRK2 regulates a subset of Rab GTPases|10.7554/elife.12813
Kinematic A daptive D eep B rain S timulation for R esting T remor in P arkinson's D isease|10.1002/mds.26482
Oral Inosine Persistently Elevates Plasma antioxidant capacity in Parkinson's disease|10.1002/mds.26483
Randomized Controlled Trial of a Home-Based Action Observation Intervention to Improve Walking in Parkinson Disease|10.1016/j.apmr.2015.12.029
Peripheral Synucleinopathy in Early Parkinson's Disease: Submandibular Gland Needle Biopsy Findings|10.1002/mds.26476
Clinical signs in functional (psychogenic) gait disorders: a brief survey|10.1186/s40734-016-0031-1
Mood Differences Among Parkinson’s Disease Patients With Mild Cognitive Impairment|10.1176/appi.neuropsych.15090221
Oligomeric and phosphorylated alpha-synuclein as potential CSF biomarkers for Parkinson’s disease|10.1186/s13024-016-0072-9
Overlap between Parkinson disease and Alzheimer disease in ABCA7 functional variants|10.1212/nxg.0000000000000044
Altered Expression Patterns of Inflammation-Associated and Trophic Molecules in Substantia Nigra and Striatum Brain Samples from Parkinson's Disease, Incidental Lewy Body Disease and Normal Control Cases|10.3389/fnins.2015.00507
Different PD-MCI criteria and risk of dementia in Parkinson’s disease: 4-year longitudinal study|10.1038/npjparkd.2015.27
The IgLON Family Member Negr1 Promotes Neuronal Arborization Acting as Soluble Factor via FGFR2|10.3389/fnmol.2015.00089
Impairment of PARK14-dependent Ca2+ signalling is a novel determinant of Parkinson’s disease|10.1038/ncomms10332
Neural substrates of excessive daytime sleepiness in early drug naïve Parkinson's disease: A resting state functional MRI study|10.1016/j.parkreldis.2016.01.012
Synthesis of a Bis-thio-acetone (BTA) Analogue of the Lysine Isopeptide Bond and its Application to Investigate the Effects of Ubiquitination and SUMOylation on α-Synuclein Aggregation and Toxicity|10.1021/acschembio.5b01042
Effect of tricyclic antidepressants on L-DOPA-induced dyskinesia and motor improvement in hemi-parkinsonian rats|10.1016/j.pbb.2016.01.004
Turning On Lights to Stop Neurodegeneration: The Potential of Near Infrared Light Therapy in Alzheimer's and Parkinson's Disease|10.3389/fnins.2015.00500
Systems-level neurophysiological state characteristics for drug evaluation in an animal model of levodopa-induced dyskinesia|10.1152/jn.00868.2015
Clinical Trials in a Dish: The Potential of Pluripotent Stem Cells to Develop Therapies for Neurodegenerative Diseases|10.1146/annurev-pharmtox-010715-103548
LRRK2 phosphorylates pre-synaptic N-ethylmaleimide sensitive fusion (NSF) protein enhancing its ATPase activity and SNARE complex disassembling rate|10.1186/s13024-015-0066-z
Tandem Mass Spectrometry Multiplex Analysis of Glucosylceramide and Galactosylceramide Isoforms in Brain Tissues at Different Stages of Parkinson Disease|10.1021/acs.analchem.5b04227
Activation Mechanism of LRRK2 and Its Cellular Functions in Parkinson’s Disease|10.1155/2016/7351985
Autosomal dominant Parkinson's disease caused by SNCA duplications|10.1016/j.parkreldis.2015.09.007
Bioactive Flavonoids and Catechols as Hif1 and Nrf2 Protein Stabilizers - Implications for Parkinson’s Disease|10.14336/ad.2016.0505
Biomarkers in Parkinson's disease: Advances and strategies|10.1016/j.parkreldis.2015.09.048
Combined Optogenetic and Chemogenetic Control of Neurons|10.1007/978-1-4939-3512-3_14
Detection of Alzheimer's disease at mild cognitive impairment and disease progression using autoantibodies as blood‐based biomarkers|10.1016/j.dadm.2016.03.002
Genetic susceptibility variants in parkinsonism|10.1016/j.parkreldis.2015.09.011
Glutathione as a Biomarker in Parkinson’s Disease: Associations with Aging and Disease Severity|10.1155/2016/9409363
Impact of Alzheimer's Disease, Lewy Body and Vascular Co-Pathologies on Clinical Transition to Dementia in a National Autopsy Cohort|10.1159/000448243
Linear and Curvilinear Trajectories of Cortical Loss with Advancing Age and Disease Duration in Parkinson’s Disease|10.14336/ad.2015.1110
Molecular tweezers for lysine and arginine – powerful inhibitors of pathologic protein aggregation|10.1039/c6cc04640a
Motor Speech Apraxia in a 70-Year-Old Man with Left Dorsolateral Frontal Arachnoid Cyst: A [18F]FDG PET-CT Study|10.1155/2016/8941035
Non-radioactive in vitro PINK1 Kinase Assays Using Ubiquitin or Parkin as Substrate|10.21769/bioprotoc.1946
Nucleolar PARP-1 Expression Is Decreased in Alzheimer’s Disease: Consequences for Epigenetic Regulation of rDNA and Cognition|10.1155/2016/8987928
Optimizing diagnosis in Parkinson's disease: Radionuclide imaging|10.1016/j.parkreldis.2015.09.029
Protein S -Nitrosylation as a Therapeutic Target for Neurodegenerative Diseases|10.1016/j.tips.2015.10.002
Rapid Eye Movement Sleep Homeostatic Response: A Potential Marker for Early Detection of Parkinson’s Disease|10.4172/2161-0460.1000255
Telemedicine Care for Nursing Home Residents with Parkinsonism|10.1111/jgs.13909
UbFluor: a mechanism-based probe for HECT E3 ligases|10.1039/c6sc01167e
Using Tractography to Distinguish SWEDD from Parkinson’s Disease Patients Based on Connectivity|10.1155/2016/8704910
White matter hyperintensities are more highly associated with preclinical Alzheimer's disease than imaging and cognitive markers of neurodegeneration|10.1016/j.dadm.2016.03.001
Effects of Serine 129 Phosphorylation on α-Synuclein Aggregation, Membrane Association, and Internalization|10.1074/jbc.m115.705095
Pathological α-synuclein distribution in subjects with coincident Alzheimer’s and Lewy body pathology|10.1007/s00401-015-1526-9
Genetic Influences on Plasma Homocysteine Levels in African Americans and Yoruba Nigerians|10.3233/jad-150651
Development of Passive Immunotherapies for Synucleinopathies|10.1002/mds.26481
Development of Nonviral Vectors Targeting the Brain as a Therapeutic Approach For Parkinson's Disease and Other Brain Disorders|10.1038/mt.2015.232
Compensatory neural mechanisms in cognitively unimpaired P arkinson disease|10.1002/ana.24585
A scan without evidence is not evidence of absence: Scans without evidence of dopaminergic deficit in a symptomatic leucine-rich repeat kinase 2 mutation carrier|10.1002/mds.26450
Intact working memory in non‐manifesting LRRK2 carriers – an fMRI study|10.1111/ejn.13120
Neonatal mitochondrial abnormalities due to PINK1 deficiency: Proteomics reveals early changes relevant to Parkinson׳s disease|10.1016/j.dib.2015.11.070
GDNF Overexpression from the Native Locus Reveals its Role in the Nigrostriatal Dopaminergic System Function|10.1371/journal.pgen.1005710
Expanding the Repertoire of Biomarkers for Alzheimer’s Disease: Targeted and Non-targeted Approaches|10.3389/fneur.2015.00256
How common are ALS plateaus and reversals?|10.1212/wnl.0000000000002251
Synthesis of Multiring Fused 2-Pyridones via a Nitrene Insertion Reaction: Fluorescent Modulators of α-Synuclein Amyloid Formation|10.1021/acs.orglett.5b03190
PET Radioligands Reveal the Basis of Dementia in Parkinson's Disease and Dementia with Lewy Bodies|10.1159/000441421
Anosognosia increases caregiver burden in mild cognitive impairment|10.1002/gps.4394
Role of Trisomy 21 Mosaicism in Sporadic and Familial Alzheimer's Disease|10.2174/156720501301151207100616
Hippocampal Neuroinflammation, Functional Connectivity, and Depressive Symptoms in Multiple Sclerosis|10.1016/j.biopsych.2015.11.022
Ipsilateral deficits of dopaminergic neurotransmission in Parkinson's disease|10.1002/acn3.268
Intraventricular Sialidase Administration Enhances GM1 Ganglioside Expression and Is Partially Neuroprotective in a Mouse Model of Parkinson’s Disease|10.1371/journal.pone.0143351
Neuroimaging and clinical predictors of fatigue in Parkinson disease|10.1016/j.parkreldis.2015.11.029
Aberrant protein S-nitrosylation contributes to the pathophysiology of neurodegenerative diseases|10.1016/j.nbd.2015.03.017
Do CSF Biomarkers Predict Progression to Cognitive Impairment in Parkinson’s disease patients? A Systematic Review|10.1007/s11065-015-9307-8
Effect of augmenting cholinergic function on gait and balance|10.1186/s12883-015-0523-x
Human C9ORF72 Hexanucleotide Expansion Reproduces RNA Foci and Dipeptide Repeat Proteins but Not Neurodegeneration in BAC Transgenic Mice|10.1016/j.neuron.2015.11.018
Intracellular Target-Specific Accretion of Cell Penetrating Peptides and Bioportides: Ultrastructural and Biological Correlates|10.1021/acs.bioconjchem.5b00529
Leucine-rich repeat kinase 2 positively regulates inflammation and down-regulates NF-κB p50 signaling in cultured microglia cells|10.1186/s12974-015-0449-7
Olfaction inParkinsingle and compound heterozygotes in a cohort of young onset Parkinson's disease patients|10.1111/ane.12538
Simple, Scalable Proteomic Imaging for High-Dimensional Profiling of Intact Systems|10.1016/j.cell.2015.11.025
Current disease modifying approaches to treat Parkinson’s disease|10.1007/s00018-015-2101-1
The Discovery of Central Nervous System Lymphatic Vessels: The Missing Link That Closes the Circle of Brain Immunosurveillance|10.1002/mdc3.12282
DYT6 Dystonia: A Neuropathological Study|10.1159/000440863
Association of Parkinson disease age of onset with DRD2, DRD3 and GRIN2B polymorphisms|10.1016/j.parkreldis.2015.11.016
Familial Aggregation and Co-Aggregation of Essential Tremor and Parkinson's Disease|10.1159/000442021
High-content analysis of α-synuclein aggregation and cell death in a cellular model of Parkinson's disease|10.1016/j.jneumeth.2015.11.009
Is PARKIN parkinsonism a cancer predisposition syndrome?|10.1212/nxg.0000000000000031
Lewy bodies in essential tremor are no different than in controls|10.1016/j.parkreldis.2015.11.025
Association of Elevated Amyloid Levels With Cognition and Biomarkers in Cognitively Normal People From the Community|10.1001/jamaneurol.2015.3098
Associations between Cerebrospinal Fluid Biomarkers and Cognition in Early Untreated Parkinson’s Disease|10.3233/jpd-150682
CK2 acts as a potent negative regulator of receptor-mediated insulin release in vitro and in vivo|10.1073/pnas.1519430112
Whole-Exome Sequencing in Familial Parkinson Disease|10.1001/jamaneurol.2015.3266
Deep clinical and neuropathological phenotyping of Pick disease|10.1002/ana.24559
Reply to letter: Plasma fasting cholesterol profiles and age at onset in Parkinson's disease|10.1002/mds.26447
Neuronal Glutathione Content and Antioxidant Capacity can be Normalized In Situ by N-acetyl Cysteine Concentrations Attained in Human Cerebrospinal Fluid|10.1007/s13311-015-0404-4
Resting‐state functional connectivity of the striatum in early‐stage Parkinson's disease: Cognitive decline and motor symptomatology|10.1002/hbm.23056
A novel resource for studying function and dysfunction of α-synuclein: mouse lines for modulation of endogenous Snca gene expression|10.1038/srep16615
Blood Biomarkers Associated with Cognitive Decline in Early Stage and Drug-Naive Parkinson’s Disease Patients|10.1371/journal.pone.0142582
Microglial P2Y12 receptors regulate microglial activation and surveillance during neuropathic pain|10.1016/j.bbi.2015.11.007
Teaching NeuroImages: Recurrent SSPE presenting as Anton syndrome with cortical ribboning|10.1212/wnl.0000000000002096
GBA‐associated parkinsonism and dementia: beyond α‐synucleinopathies?|10.1111/ene.12894
14-3-3 Proteins regulate mutant LRRK2 kinase activity and neurite shortening|10.1093/hmg/ddv453
The Cooperative Health Research in South Tyrol (CHRIS) study: rationale, objectives, and preliminary results|10.1186/s12967-015-0704-9
Ceruloplasmin functional changes in Parkinson’s disease-cerebrospinal fluid|10.1186/s13024-015-0055-2
Genome-wide analysis of genetic correlation in dementia with Lewy bodies, Parkinson's and Alzheimer's diseases|10.1016/j.neurobiolaging.2015.10.028
Cortical Lewy bodies and Aβ burden are associated with prevalence and timing of dementia in Lewy body diseases|10.1111/nan.12294
Incident impulse control disorder symptoms and dopamine transporter imaging in Parkinson disease|10.1136/jnnp-2015-311827
Stochastic electrotransport selectively enhances the transport of highly electromobile molecules|10.1073/pnas.1510133112
M4 Muscarinic Receptor Signaling Ameliorates Striatal Plasticity Deficits in Models of L-DOPA-Induced Dyskinesia|10.1016/j.neuron.2015.10.039
